index,questions,answers
49,مرحبا انا علوم فيزيائية ارسلت طلب ولوج الاكادمية لاكنني ارسلت الطلب في كل التخصصات سلك الاجازة وسلك المهندس هل سيؤدي هدا الى اقصائي من كل طلباتي او فقط سلك المهندس وشكراا,السلام عليكم ننصح دائما تلاميذتنا بالتركيز وعدم التسرع كان عليكم قراءاة شروط الاعلانات لتجنب تلك الامور هناك لجان انتقاء بالمؤسسات العسكرية هي التي تحسم في تلك الامور حسب تقديرنا الان ليس أمامكم من خيار خيرا ان شاء الله بالتوفيق
50,السلام عليكم حاليا أنا أفكر في تكرار سنة الأولى باك و حسب علمي يمكن هذا إما عبر الفشل و الرسوب العادي أو عبر طلب تكرار السنة إذا تحققت بعض الشروط كلحصول على نقطة اقل من 8 20 في الإمتحان الجهوي سؤالي هو إذا تحقق طلب تكرار السنة للناجح هل يحتسب كالرسوب العادي أعني هل ستكون حالتك و سيرتك المدرسية كمثل من لم ينجح رغم انك نجحت و أردت التكرار اتسأل عن هذا لاني اخاف من عواقب الرسوب و تأثيره على القبول في المدارس و فرص العمل و لا أريد أن أقع فيه عبر طلب التكرار ارجو كذلك معرفة إذا كانت مخاوفي من عواقب الرسوب صحيحة أو أنه ليس له تأثير و شكرا,السلام عليكم التكرار هو التكرار سواء كان بشكل عادي او عن طريق تقديم طلب التكرار في حالة الحصول على نقطة اقل من 08 في الجهوي في جميع الحالات يتم اعدة السنة 1 باك ويحتسب المترشح مكرر بشكل عام ليس هناك اي تأثير بالنسبة للمدارس والمعاهد العليا لأن مايهم هو النقط وتجاوز معدلات الانتقاء ماعدا بالنسبة للاقسام التحضيرية CPGE يتم خصم 10 نقط في حالة تكرار السنة 2 باك وخصم 5 نقط في حالة تكرار السنة 1 باك 
51,فالعام لي فات كنت نقرى ف لافاك و شديت المنحة كاملة و اليديت غير 5 موديلات هاد العام تحولت لofppt ومدازتش ليا وخا درت transfer,sudoku قال فالعام لي فات كنت نقرى ف لافاك و شديت المنحة كاملة و اليديت غير 5 موديلات هاد العام تحولت لofppt ومدازتش ليا وخا درت transfer أنقر للتوسيع السلام عليكم مادام لم يتم الانتقال لمستوى أعلى يعني مازلتم في السنة 1 بمستوى مؤسسة اخرى من المفترض ان يبقى لكم فقط النصف يرجى الاستفسار بادارة مكتب التكوين المهني عن وضعيتكم وضعية البقاء الاستفادة المنحة في حالة تغيير المؤسسة حالة الانقطاع المسجلون في ان واحد بالتقني او التقني متخصص واحدى مؤسسات التعليم العالي 
52,السلام عليكم انا حامل شهادة bac 4 و لا زالت امامي راسة سنة واحدة لاحصل على ديبلوم ما يعادل BAC 5 و ارغب بالالتحاق بالسلك الجامعي كمدرس ما بعد التخرج بالمناسبة انا ادرس في مجال المعلوميات فهل يمكنكم اخباري ما الشروط للولوج و ما هي الوثائق المطلوبة و كل التحضيرات اللازمة لذلك le processus suivre المرجو ادراج بعض روابط لمقالات المذكرات الوزارية اذا وجدت و لكم جزيل الشكر ,السلام عليكم أستاذ جامعي يتطلب الحصول على الدكتوراة اي باك 8 سنوات على الأقل وفقا لنظام LMD إجازة L ماستر M دكتواره D أو مهندس دكتواره اي بعد الحصول على باك 5 يتم التفوق في مباريات ولوج سلك الدكتوراه يعني الامر ليس بشكل اوتوماتيكي بل يتطلب النجاح والحصول على نتائج جيدة من أجل الانتقال من سلك لسلك اخر المسارات 1 هناك من يحصل على الاجازة أو الماستر او د المهندسين و يلج سوق الشغل وبالموزاة مع العمل يتم الترشح لمباريات ولوج سلك الدكتوراه وبعدما يتم التفوق والحصول على الدكتوراه 3 سنوات على الاقل يتم الترشيح لمباريات توظيف الدكاترة بالمؤسسات الجامعية حسب التخصصات وحسب المقاعد مفتوحة أمام الموظفين 2 هناك من يبقى طالبا و بعد الحصول على الدكتوراه يتم الترشح لمباريات التوظيف التي تعلنها الجامعات وبعد النجاح يتم التعيين كاستاذ حامعي مساعد  شكرا جزيلا
53,مرحبا من فظلكم متى سيتم التسجيل للمنحة الجامعية لهاته السنة ,السلام عليكم التواريخ حسب المراسلة الوزارية منحتي 2023 التي سوف تصدر لاحقا في الغالب اواخر شهر ماي موضوع السنة الماضية باك 2022 التسجيل وشرح منحتي Minhaty ma 2022 bac وزارة التربية الوطنية والتعليم الأولي والرياضة إجراءات وشرح التسجيل منحتي 2023 2022 minhaty بكالوريا 2022 Bac منح التعليم العالي و التكوين المهني المذكرة الوزارية المنظمة منحتي Bourse minhaty ma 2022 جديد تمت اضافية فيديو شرح كيفية التسجيل منحتي 2023 2022 اسفل الموضوع التسجيل فقط عبر www tawjihnet net شكرا جزيلا
54,السلام عليكم من فضلكم اريد ان اعرف مصدر المذكرات الوزارية التي تتعلق باخبار و قرارت الخاصة بالتعليم و بالشغل ايضا هل من الممكن ادراج رابط يوصلني الى المصدر و شكرا ,السلام عليكم تتبع المباريات يتطلب ايضا مصادر اخرى وليست فقط مواقع رسمية لأنه احيانا يتم التوصل قبل النشر الرسمي للمباريات وحقيقة من خلال تجربتنا مشكل المصادر ليس بالسهل كما قد يعتقد البعض لأن الموثوقية والمصداقية أمور اساسية بالنسبة لنا بشكل عام المواقع الرسمية هي موقع وزارة التربية الوطنية والتعليم الاولي الصفحة الرئيسية www men gov ma موقع وزارة التعليم العالي Minist re de l Enseignement Sup rieur de la Recherche Scientifique et de l Innovation Minist re de l Enseignement Sup rieur de la Recherche Scientifique et de l Innovation www enssup gov ma هناك ايضا موقع بوابة التشغيل العمومي بوابة التشغيل العمومي www emploi public ma شكرا جزيلا 
55,مرحبا اتساءل ما عدد الجامعات بالمغرب ابحث في غوغل و اجد فقط 12 جامعة لكني سمعت من قبل ان في المغرب 14 جامعة من فظلكم اخبروني ما الصحيح هل 12 ام 14 و ان كانت بالفعل 14 جامعة سأكون جد شاكر ان اطلعتموني ما اسماءهم ,السلام عليكم هناك 12 جامعة عمومية بالاضافة لجامعة القرويين جامعة محمد الخامس الرباط جامعة الحسن الثاني بالدار البيضاء جامعة سيدي محمد بن عبد الله بفاس جامعة محمد الأول بوجدة جامعة القاضي عياض بمراكش جامعة مولاي إسماعيل بمكناس جامعة عبد المالك السعدي بتطوان جامعة شعيب الدكالي بالجديدة جامعة ابن طفيل بالقنيطرة جامعة ابن زهر بأكادير جامعة الحسن الأول بسطات جامعة السلطان مولاي سليمان ببني ملال جامعة القرويين والتي تضم معهد محمد السادس للقراءات والدراسات القرآنية معهد محمد السادس لتكوين الأئمة والمرشدين مؤسسة دار الحديث الحسينية شكرا جزيلا
56,السلام عليكم انا حاملة لشهادة الماستر في الاقتصاد و لدي استفسار بخصوص ما يسمى الاساتذة المبرزون على حد علمي هم اساتذة يقومون بتدريس الطلبة في الاقسام التحضيرية و باك 2 او يقومون بتدريس تلامذة السلك الثانوي في بعض الحالات اليس كذلك 1 اقترب اخر اجل لوضع ملفات الترشيح بالنسبة لدورة الاساتذة المبرزين 2020 و الاختبارات الكتابية تكون في شهر ابريل و اظن ان الاختبارات الشفوية ستكون في شهر مايو فهل هذا يعني ان من ينجح في الاختبارات الكتابية و الشفوية سيتم مباشرة تعيينه كاستاذ titulaire و سيقوم مباشرة بالتدريس خلال الموسم الدراسي القادم 2020 2021 و يتقاضى اجرا ام سيكون عليه قضاء فترة تدريب دون ان يتقاضى اجرا ام يستوجب عليه الدراسة لمدة معينة دون ان يتقاضى اجرا او منحة 2 لدي شهادة الماستر في الاقتصاد و اتمنى ان اترشح لسلك الدكتوراة الموسم الدراسي المقبل فهل هذا ممكن قانونيا اذا ما نجحت في مباراة التبريز ان اكون استاذة مبرزة و في نفس الوقت اكمل دراستي حيث انني سمعت انه ليس لديهم الحق في اتمام دراستهم و الالتحاق بسلك الدكتوراه 3 ما هي مواضيع الاختبارات الكتابية و هل ستتناول اسئلة عن المنظومة التربوية ام ستقتصر مثلا على اسئلة في الاقتصاد فقط 3 هل من الممكن ادراج روابط لنماذج مباريات سابقة في تخصص الاقتصاد ان وجدت و لكم جزيل الشكر على مجهوداتكم في التوجيه ,السلام عليكم مرحبا الطالبة الكريمة نتفهم الخلط الدي يقع فيه البعض بالنسبة لمباريات التبريز بالمغرب Agr gation حيث يجب التفريق بين نوعين من المباريات 1 مباريات الدخول إلى السنة الأولى من سلك تحضير مباريات التبريز أنقر للتوسيع مدة التكوين تستغرق مدة التكوين بهذا السلك سنتين دراسيتين يتلقى المترشحون خلالها تكوينا علميا تخصصيا وتكوينا تربويا نظريا وعمليا يهيئهم لاجتياز مباريات التبريز التي تنظم لهذا الغرض شـروط الترشيـح يشترط في المترشح ة أن يكون من جنسيـة مغربية حاصلا على الأقل شهادة الماستر أو شهادة الماستر المتخصص أو دبلوم مهندس الدولة أو ما يعادل إحداها وألا يتجاوز سنه 35 سنة عند تاريخ إجراء المباراة وأن يلتزم بالعمل في التعليم العمومي لمدة ثماني 8 سنوات حسب النصوص التنظيمية الجاري بها العمل بالنسبة للمترشحين غير الموظفين أو أن يكون أستاذا للتعليم الثانوي التأهيلي من الدرجة الثانية رسميا ومتوفرا على ثلاث 3 سنوات على الأقل من الأقدمية بهذه الصفة وحاصلا على شهادة الإجازة أو شهادة الإجازة في الدراسات الأساسية أو شهادة الإجازة المهنية أو ما يعادل إحداها في التخصص المطلوب أن يقبل مقر التعيين الذي يسند إليه بعد اجتياز مباراة التبريز في هدة الحالة هناك منحة تمنح خلال السنتين وقدرها 2400 درهم شهريا 2 مباريات التبريز للتعليم الثانوي أنقر للتوسيع حيث تمنح مباشرة للناجحين بعد الاختبارات الكتابية والشفوية شواهد نهائية ويوظفون مباشرة مع بعض الاختلافات تمت الاشارة اليها في الأسفل وللتوضيح هناك بعض الاختلافات في شروط الترشيح مقارنة مع تمت الاشارة اليه أعلاه في الحالة 1 حيث كما ستلاحظون هناك الفئة المشار اليها أعلاه الدين أنهو سنتي سلك تحضير التبريز تترشح للمباراة النهائية للتبريز المرجع مباراة 2020 tawjihnet orientation Maroc tawjihnet orientation maroc formation concours emploi etudiant coles de formation encg ensa cpge bts est ista ena universit actualit et pr cision www tawjihnet net معلومات هامة عن التبريز بالمغرب تجميع موقع توجيه نت المنحة التخرج التعويضات Les agr gatifs tudiants re oivent une bourse de 2400 DH par mois Les enseignants titulaires continueront percevoir leur salaire mensuel et b n ficier de leur droit dans la progression de leur carri re professionnelle Les candidats es qui ont r ussi es toutes les preuves du concours final sont affect s es en qualit de professeur Agr g dans les classes pr paratoires dans les centres de formation CRMEF CFI COPE les BTS les classes terminales en fonction du classement du candidat Les agr g s sont class s en grade chelle 11 de la fonction publique et per oivent une indemnit mensuelle suppl mentaire de 800 DH dans les tablissements secondaire et 1600 DH dans les tablissements post bac les classes pr paratoires dans les centres de formation Les BTS La qualit de la formation et la rigueur du concours exige du candidat la s r nit l engagement et le travail Les tudiants es qui ne r ussissent pas en 2 me sont affect s en qualit de professeur de l enseignement secondaire qualifiant sous condition qu ils poursuivent la formation au cycle sans absence dans les cours TP Le passage de la premi re en deuxi me ann e est sanctionn par un examen local 2 التساؤل 2 امكانية متابعة الدراسة يعود لكم بحكم أنكم سوف تزاولون مهمة التدريس فعليا وحسب المؤسسة الكلية التي قبلتكم من أجل الدكتوراة 3 4 لانتوفر على نمادج مباريات سابقة حتى نفيدكم وعموما مباريات التبريز تبقى من اصعب المباريات خاصة في مجال التخصص لذلك هناك من يقوم بسنتين من الدراسة من اجل التحضير لها كما اسلفنا ويمكن الاستفسار أكثر طلبة السنة 2 في أحد المراكز الجهوية لسلك تحضير مباراة التبريز يمكن ان يفيدكم إضافة هامة من توجيه نت أنقر للتوسيع كيفية تنظيم مباراة التبريز مثال تخصص الاقتصاد والتدبير التسيير بالتوفيق  متى يكون التسجيل للإجتياز مبارة الإلتحاق باللستين التحضيريتين لمبارة التبريز شكرا مسبقا 1mehdi قال متى يكون التسجيل للإجتياز مبارة الإلتحاق باللستين التحضيريتين لمبارة التبريز شكرا مسبقا أنقر للتوسيع المباريات حسب ما تحدده وزارة التربية الوطنية هي التي تحدد الحاجيات والتواريخ اليكم مثال من إعلان 2019 حيث تم الاعلان خلال شهر يونيو 2019 tawjihnet orientation Maroc tawjihnet orientation maroc formation concours emploi etudiant coles de formation encg ensa cpge bts est ista ena universit actualit et pr cision www tawjihnet net شكرا جزيلا على كل هذه المعلومات القيمة عفوا لم يتم ذكر اذا ما يجب ارسال ملف الترشيح عبر البريد ام الذهاب شخصيا الى المركز ووضعه هناك  Sabil12 قال عفوا لم يتم ذكر اذا ما يجب ارسال ملف الترشيح عبر البريد ام الذهاب شخصيا الى المركز ووضعه هناك أنقر للتوسيع السلام عليكم مباريات التبريز يتم ايداع ملف الترشيح بعين المكان وليس هناك ارسال عبر البريد المكان بالنسبة لتخصصات الاقتصاد والتدبير كما هو محدد في الجدول الوحدة المركزية لتكوين الأطر قسم استراتيجيات التكوين زنقة السعديين رقم 32 ملحقة حسان الرباط حيث يمنح وصل أثناء الايداع اشكركم كثيرا على جوابكم جزاكم الله كل خير انا حاملة لشهادة الماستر في الهندسة الكهربائية اريد ان اترشح لمباريات الدخول إلى السنة الأولى من سلك تحضير مباريات التبريز 2020 2021 فمتى يكون التسجيل لهده الدورة شكرا السلام عليكم اعلانات مباريات التبريز للبتعليم الثانوي 2023 Concours Agr gation Maroc Fr session 2023 tawjihnet وزارة التربية الوطنية والتعليم الأولي والرياضة التبريز concours Maths Physique Chimie Informatique Fran ais Economie Gestion traduction agregation men gov ma www tawjihnet net السلامعليكم هلا تشرحون لي ما هي مباراة التبريز بالاساس و من يستطيع الولوج لها و هل هي خاصة بمن يرغب في الالتحاق كاستاذ في بالتعليم الجامعي 
57,السلام عليكم بعد ما تلقيت تنبيها من توجيه نت حول منحة JADARA سارعت باللفعل للتسجيل في ذلك لكن بعد انشاء الحساب الاولي لم اتوصل بالبريد الالكتروني للتفعيل كما ذكر في الموقع فما العمل هل هنالك خطب ما في المنصة ارجوكم اخبروني ماذا افعل ,بالفعل هناك مشكل في التسجيل بموقع JADARA  اذا ما الحل ما العمل ارجوا من الفريق المشرف على توجيه نت الرد أو الاطلاع على المشكل  السلام عليكم فعلا في اليوم الاول كانت الامور عادية وتشتغل لكن بعد تجربتنا اليوم هناك مشكل في الارسال رغم القيام مثل الصور في الغالب سوف يتم حل المشكلة في الايام المقبلة يرجى المحاولة في وقت لاحق شكرا على الرد سأواصل المحاولة و اطلعكم بالمستجدات اعلمكم بان المشكل بالمنصة قد عولج 
58,ماهي التخصصات المتاحة في FST وماهي عتبة القبول فيها للسنة الماضية ,السلام عليكم من خلال تجربتنا بموقع ومنتديات توجيه نت نقط المترشحين المقبولين المباريات التي تعتمد على الانتقاء فقط اللوائح الأولى تكون صاروخية وجد مرتفعة وتتجاوز 16 بل أكثر احيانا لكن بحكم أن هناك مجموعة من التلاميذ المقبولين يتمكنون من النجاح في مباريات أخرى تبدأ مجموعة من المدارس التي تعتمد على الانتقاء دون مباراة مثل المدارس العليا للتكنولوجيا EST شهادة التقني العالي BTS كلية العلوم والتقنيات FST ألأقسام التحضيرية CPGE باستدعاء لوائح الانتظار بالترتيب وفق فترات زمنية محددة وكهدا حتى تتمكن تلك المدارس من ملأ جميع المقاعد المرغوبة و بالتالي تبدأ النقط في التراجع والاشكال يبقى عدم صبر البعض على تتبعها لمدة أطول نظرا لكون التعويض يكون عبر مراحل ومحطات قد تطول لغاية شهر 10 أو أحيانا بداية شهر 11 1 التخصصات والشروط أنقر للتوسيع باك السنة الحالية أو باك السنة التي قبلها 2 عدد المقاعد 2022 2023 مقعد على الصعيد الوطني أنقر للتوسيع 3 طريقة حساب معدل الولوج الانتقاء أنقر للتوسيع طريقة الانتقاء تتم باعتماد معاملات الترجيح حسب الشعب من خلال اعتماد 75 لمعدل الوطني و 25 للجهوي الجدول التالي يلخص طريقة حساب معدل الولوج FST Selection المرجع المراسلة الوزارية المظمة 2022
59,مرحبا لم يبقى على الامتحان الجهوي باك حر سوى شهر واحد و لم يردني مكان اجتياز الامتحان بعد متى سيخبروننا بالمكان ,majda12 قال مرحبا لم يبقى على الامتحان الجهوي باك حر سوى شهر واحد و لم يردني مكان اجتياز الامتحان بعد متى سيخبروننا بالمكان أنقر للتوسيع السلام عليكم سوف يتم تحميل الاستدعاءات مثل السنوات السابقة عبر حسابكم بوابة باك حر بوابة الترشيح لاجتياز امتحانات الباكالوريا للتوضيح هناك اختلاف من حيث توقيت ارسال تلك الاستدعاءات بين الآكاديميات الجهوية للتربية والتكوين لدلك يرجى المحاولة في وقت لاحق ريتما تجدون المطلوب
60,أنا مقبلة على علوم رياضية أ و أريد من من جرب هذه الشعبة في 2 باك ان يقدم لي بعض النصائح المفيدة وشكرا,السلام عليكم موضوع سابق من أحد الدين مروا من الشعبة مشكورا العلوم الرياضية تجربتي الخاصة أنا تلميذ سابق بالعلوم الرياضية و هذه تجربتي الخاصة مع الشعبة عندما كنت في الجذع المشترك اخترت شعبة العلوم الرياضية مع بعض التخوف و في الدخول المدرسي للعام الذي بعده بدأنا الدراسة و كانت دروس الرياضيات و الفيزياء بمستوى مختلف عما تعودناه في السنوات الماضية الفروض الاولى لي كانت كارثية فرض www tawjihnet net
61,السلام عليكم أنا في الثانية باك فيزيك باغي نتخصص في مجال البرمجة ممكن شرح كيف ومتى التسجيل في المدارس العليا وأشمن مدرسة غتقبلني وكذلك حتى التكوين المهني كيف أتسجل إلى محالفنيش الحظ نقطة الجهوي 14 20 ونقطة المراقبة هذه السنة 17 20 ولكم جزيل الشكر,السلام عليكم تخصصات ومجالات الاعلاميات عديدة ومنها امور قد تكون مشتركة بشكل عام هناك مجموعة من الامور المشتركة بين programmation D veloppement informatique وبالتالي فنعتقد أن الاسم الاكثر تواجد في تكوينات المدارس والمعاهد هو ما يسمى D veloppement informatique كما ان التخصصين متكاملين للتوضيح هناك من يعتمد على تكوينات داتية من اجل تحسين وتطوير مستواه وهدا امر يجعل مستوى التكوين مختلف بين حامل ديبلوم و اخر la diff rence principale entre un programmeur et un d veloppeur est la vari t de t ches et de responsabilit s qui leur sont confi es Un programmeur est charg d crire un code sans faille afin de cr er un logiciel fonctionnel Un d veloppeur sait aussi coder mais il s occupe surtout de l laboration de solutions des probl mes informatiques Bien que ces deux professions soient semblables elles sont toutefois bien distinctes et se compl mentent Les programmeurs et les d veloppeurs travaillent fr quemment ensemble pour arriver au m me but cr er des programmes informatiques hors pair Le programmeur est en charge de la conception de diff rents logiciels informatique il sait comment crire un programme script dans un langage de programmation donn Sur la base de la sp cification donn e il crit l algorithme et l impl mente avec l objectif de l optimiser le plus possible Le d veloppeur est plus polyvalent et s occupe de la conception de la mise en ligne de la gestion et des modifications d un produit service web En fonction des besoins du client il r alise une analyse technique qui m ne la cr ation d un produit qu il doit ensuite tester pour en assurer le bon fonctionnement Il doit avoir une vision g n rale sur le projet pendant que le programmeur se contente d impl menter sa fonctionnalit بالنسبة للبرمجة تطوير نظم الاعلام فهناك مدارس مهندسين عمومية Public وخاصة Priv وايضا هناك مدارس Bac 2 لتكوين تقننين متخصصين سواء ب DUT EST BTS ISTA من بين المدارس العليا العمومية للمهندسين بعد الاقسام التحضيرية CPGE هي المتخصصة في المجال مثل ENSIAS من المؤسسات ايضا ENSA المدارس الوطنية للعلوم التطبيقية والتي يتم ولجها اما بعد الباك او بعد الاقسام التحضيرية هناك ايضا عدة مدارس اخرى سواء في القطاع العام او الخاص بالاضافة لمدارس في اطار التكوين الداتي هدفها ليس شواهد اكاديمية بل تطوير الكفاءات مثل Ecole 1337 في الاخير نتمنى ان يفيدكم أكثر من له دراية أكثر بمجال الاعلاميات من حيث التخصصات جزاك الله خيرا
62,ما هي المواد التي يدرسها طلبة الarm في الإجازة العلوم و التقنيات ,السلام عليكم لغة التدريس بالفرنسية باقي الشعب معلومات اضافية تكوينات وشعب سلك الضباط الأكاديمية الملكية العسكرية ARM Meknes معلومات حصرية الاكاديمية العسكرية بمكناس ARM Acad mie Royale Militaire ضباط الدرك الملكي ضباط القوات المسلحة الملكية ضباط القوات المساعدة منتديات توجيه نت نظام الدراسة والشعب والافاق وفق اخر التعديلات فيديو عن كيفية إجراء المباراة ARM قرار نظام لدراسة وكيفيات التقييم لسلك الاجازة www tawjihnet net
63,السلام عليكم اردت ان ايداع طلب ولوج للمدرسة الملكية الجوية الا انني تفاجأت بكون الطلبين اللذان يمكنني ان اقدم يدعوان لنفس الشعبة حيث انني اريد ان اقدم للشعبتين لذلك ارجو المساعدة في هذا الموضوع و ما الذي يمكنني فعله لمعالجة هذا المشكل,السلام عليكم ولوج للمدرسة الملكية الجوية ERA 2023 الممكنة امام العلوم الرياضية هده السنة تقبل امكانية اختيار التخصصين معا الاجازة وسلك المهندسين وبالتالي ليس هناك مشكل اختاروهما معا في حين بالنسبة للأكاديمية العسكرية بمكناس والصحة العسكرية بالرباط الموقع يبسمح فقط بتخصص واحد داخل كل مؤسسة بالتوفيق  ab youssef قال السلام عليكم ولوج للمدرسة الملكية الجوية ERA 2023 الممكنة امام العلوم الرياضية هده السنة تقبل امكانية اختيار التخصصين معا الاجازة وسلك المهندسين وبالتالي ليس هناك مشكل اختاروهما معا في حين بالنسبة للأكاديمية العسكرية بمكناس والصحة العسكرية بالرباط الموقع يبسمح فقط بتخصص واحد داخل كل مؤسسة بالتوفيق أنقر للتوسيع السلام عليكم بالطبع ذلك ما اردت القيام به لكنني لا اجد الطلب الخاص ب سلك المهندسين و يوجد طلبان لسلك الاجازة
64,بسم الله الرحمن الرحيم مرحبا انا تلميذة بالسنة الثالثة ثانوي إعدادي لقد اخترت جدع مشترك علمي لكن ارغب في تغيير التوجيه إلى جدع تكنولوجي ما المجال الدي يحتوي على افاق كتيرة و سهلة المنال أرجوكم افيدوني لأنني حائرة و في حالة جد مأساوية مع العلم أنني إدذا اخترت جدع علمي سأتابع دراستي بالسنة 1 باكالوريا إنشاء الله في شعبة العلوم الفيزيائية,السلام عليك اختي color اعتقد ان اختيارك صائب فمياك العلوم الفيزيائية به افاق عدة color انا اخترت مسلك علوم الحياة والارض بحكم ميولي الحاد لهذه المادة والحمد لله كنت خلال السنوات 3 بسلك الثانوي احصل على 19 18 في هلوم الحياة والارض واتمنى ان احصل على هذه النقطة في الامتحان انشاء الله اهم شئ ميولك اي انت باي مادة تحسين نفسك مرتاحة وتفهمينها اكتر واسرع من المواد الاخرى وتستطيعين اختبار نفسك بالجدع مشترك لانه خلاله ستتضح لك الصورة اكتر كما حصل معي وبالنسبة لمسلك علوم تجريبية سواء ع فيزيائية او علوم ح ا هناك عدة افااااااااااق بخصوص التوجيه بعد الباكالوريا طب هندسة كليات العلوم والتقنيات الاقسام التحضيرية بحر من التخصصات واخيرا اتمنى لك التوفيق color  السلام عليكم حداري اختي ان تتوجهي للجدع التكنولوجي فبدلا من علوم الحياة والأرض يوجد مادة علوم المهندس وهدا هو الفرق الوحيد بينه وبين العلمي الدين يتوجهون للجدع المشترك التكنولوجي قد قرروا مسبقا أن يتوجهوا فيما بعد الى الميكانيك أو الكهرباء أو العلوم الرياضية B لأنه توجد بها مادة علوم المهندس وبما أنك ستتوجهين للشعبة الفيزيائية فستجدين مادة علوم الحياة والأرض التي لا يجب اهمال قواعد الجدع المشترك بها خصوصا التوالد بالتوفيق أختي الأخت بحكم تجربتي الخاصة أظن أن الاختيار يتوقف عليك ما المادة التي تحبينها كثيرا ولا تملين من العمل فيها مثلا الرياضيات أو الفزياء أو المهم حددي ميولك الى أي شعبة أنا شخصيا في شعبة علوم فزيائية وأرى أنها شعبة سهلة لمن يفهم ويجتهد بعض الشيء في الفزياء والآفاق مفتوحة في وجهك ولكن احذري مما ذكره الأخ الذي تحدث قبلي فمعه حق سوف تحتاجين لعدة دروس لذلك اجتنبي اعادة التوجيه كثيرا فاما أن تكملي جذع علمي أو تكنولوجي وأخيرا الله المعين أختي وكل شيء سهل مادامت لديك الارادة والرغبة في التحصيل ومدى فهمك للمادة الخاصة بشعبتك السلام عليكم مشكورين الاعضاء الكرام على الردود والملاحظات التي تعكس فعلا المام لقدر كبير للامور فيما يخص صاحب التساؤل لم يشر للمواد المتفوق فيها لكن عموما حسب ما صرح به ادا كان المتسائل يرغب في العلوم الفزيائية فمن الاجدى اختيار الجذع العلمي اما الجذع التكنولوجي فهو يصلح اكثر للدين يرغبون في الكهرباء او الميكانيك وهنا لابد من مستوى جيد في الرياضيات والفزياء والفرنسية وعموما التكنولوجي لحد ما أصعب خاصة فيما بعد السنة 1 والسنة 2 باك الشعب التقنية  انا كنت اتجهت الى جدع تكنولوجي بعد ذلك غيرت التوجيه في السنة الاولى باكالوريا الى العلوم التجريبية و بالضبط الى العلوم الفيزيائية والسبب محدودية افاق هذه الشعبة رغم انني اجدها لحد الساعة رائعة خصوصا مادة علوم المهندس صحيح انني لم ادرس مادة علوم الحياة و الارض بالجدع التكنولوجي و لكن مع قليل من الحزم و الجدية استطعت المسايرة في هذه المادة و لكن القرار لن ياخده احد محلك يجب ان تراعي ميولاتك و المواد التي تتفوق فيها و كل شيء ممكن مع المثابرة و الاجتهاد وفقك الله تلميذة قال بسم الله الرحمن الرحيم مرحبا انا تلميذة بالسنة الثالثة ثانوي إعدادي لقد اخترت جدع مشترك علمي لكن ارغب في تغيير التوجيه إلى جدع تكنولوجي ما المجال الدي يحتوي على افاق كتيرة و سهلة المنال أرجوكم افيدوني لأنني حائرة و في حالة جد مأساوية مع العلم أنني إدذا اخترت جدع علمي سأتابع دراستي بالسنة 1 باكالوريا إنشاء الله في شعبة العلوم الفيزيائية أنقر للتوسيع إن شاء الله  همس انتى قال السلام عليك اختي color اعتقد ان اختيارك صائب فمياك العلوم الفيزيائية به افاق عدة color انا اخترت مسلك علوم الحياة والارض بحكم ميولي الحاد لهذه المادة والحمد لله كنت خلال السنوات 3 بسلك الثانوي احصل على 19 18 في هلوم الحياة والارض واتمنى ان احصل على هذه النقطة في الامتحان انشاء الله اهم شئ ميولك اي انت باي مادة تحسين نفسك مرتاحة وتفهمينها اكتر واسرع من المواد الاخرى وتستطيعين اختبار نفسك بالجدع مشترك لانه خلاله ستتضح لك الصورة اكتر كما حصل معي وبالنسبة لمسلك علوم تجريبية سواء ع فيزيائية او علوم ح ا هناك عدة افااااااااااق بخصوص التوجيه بعد الباكالوريا طب هندسة كليات العلوم والتقنيات الاقسام التحضيرية بحر من التخصصات واخيرا اتمنى لك التوفيق color أنقر للتوسيع إن شاء الله  اريد ان اكون عالم الفيزياء نظريا واريد في البكالوريا علوم الرياضياتB وميولي في الفيزياء والرياضيات اكثر من العلوم الحياه والارض ولهذا يوجد علم مشترك مناسب لي علمي ام تكنولوجي 
65,السلام عليكم مشرفي توجيه نت كنت قد حصلت على الباك علوم فيزيائية هذه السنة 2022 والآن أنا طالب في كلية العلوم بالقنيطرة وكنت قد تسجلت في المنحة 2022 ولكن لم يتم قبولي لأنني وضعت راتبا سنويا مرتفعا في موقع منحتي وبالتالي لم يتم قبولي في الإجتماع الأول للمنحة ثم نسيت التسجيل في الإجتماع الثاني وتسجلت في الإجتماع الثالت لكن لم يتم قبولي وفي هذه السنة لم أتسجل مع باك حر والسؤال الآن هل إذا تسجلت في الباك حر 2023 وتسجلت في كلية مكناس السنة القادمة ودفعت به للمنحة هل ستقبل مع العلم أن عمري سيكون 21 سنة و لم أستفي أي وحدة هذه السنة هل هذا سيؤثر على قبولي في المنحة السنة القادمة المرجو الإجابة وشكرا,السلام عليكم السن الاقصى للاستفادة من المنحة هو 26 سنة بتاريخ اجتياز البكالوريا شريطة عدم الاستفادة سابقا من المنحة الجامعية بباك سابق ادا توفرت هده الشروط نعم يمكن الترشيح للمنحة الجامعية بالباك حر الدي توزدون الترشيح به شريطة التسجيلا به في إحدى مؤسسات التعليم العالي او التكوين المهني اما باك 2022 فأنتم غير ممنوحين به بالتوفيق شكرا جزيلا يا أخي العزيز
